,TRADE_DATE,LPR1Y,LPR5Y,RATE_1,RATE_2
1257,2018-09-10,4.31,,4.35,4.9
1258,2018-09-11,4.31,,4.35,4.9
1259,2018-09-12,4.31,,4.35,4.9
1260,2018-09-13,4.31,,4.35,4.9
1261,2018-09-14,4.31,,4.35,4.9
1262,2018-09-17,4.31,,4.35,4.9
1263,2018-09-18,4.31,,4.35,4.9
1264,2018-09-19,4.31,,4.35,4.9
1265,2018-09-20,4.31,,4.35,4.9
1266,2018-09-21,4.31,,4.35,4.9
1267,2018-09-25,4.31,,4.35,4.9
1268,2018-09-26,4.31,,4.35,4.9
1269,2018-09-27,4.31,,4.35,4.9
1270,2018-09-28,4.31,,4.35,4.9
1271,2018-09-29,4.31,,4.35,4.9
1272,2018-09-30,4.31,,4.35,4.9
1273,2018-10-08,4.31,,4.35,4.9
1274,2018-10-09,4.31,,4.35,4.9
1275,2018-10-10,4.31,,4.35,4.9
1276,2018-10-11,4.31,,4.35,4.9
1277,2018-10-12,4.31,,4.35,4.9
1278,2018-10-15,4.31,,4.35,4.9
1279,2018-10-16,4.31,,4.35,4.9
1280,2018-10-17,4.31,,4.35,4.9
1281,2018-10-18,4.31,,4.35,4.9
1282,2018-10-19,4.31,,4.35,4.9
1283,2018-10-22,4.31,,4.35,4.9
1284,2018-10-23,4.31,,4.35,4.9
1285,2018-10-24,4.31,,4.35,4.9
1286,2018-10-25,4.31,,4.35,4.9
1287,2018-10-26,4.31,,4.35,4.9
1288,2018-10-29,4.31,,4.35,4.9
1289,2018-10-30,4.31,,4.35,4.9
1290,2018-10-31,4.31,,4.35,4.9
1291,2018-11-01,4.31,,4.35,4.9
1292,2018-11-02,4.31,,4.35,4.9
1293,2018-11-05,4.31,,4.35,4.9
1294,2018-11-06,4.31,,4.35,4.9
1295,2018-11-07,4.31,,4.35,4.9
1296,2018-11-08,4.31,,4.35,4.9
1297,2018-11-09,4.31,,4.35,4.9
1298,2018-11-12,4.31,,4.35,4.9
1299,2018-11-13,4.31,,4.35,4.9
1300,2018-11-14,4.31,,4.35,4.9
1301,2018-11-15,4.31,,4.35,4.9
1302,2018-11-16,4.31,,4.35,4.9
1303,2018-11-19,4.31,,4.35,4.9
1304,2018-11-20,4.31,,4.35,4.9
1305,2018-11-21,4.31,,4.35,4.9
1306,2018-11-22,4.31,,4.35,4.9
1307,2018-11-23,4.31,,4.35,4.9
1308,2018-11-26,4.31,,4.35,4.9
1309,2018-11-27,4.31,,4.35,4.9
1310,2018-11-28,4.31,,4.35,4.9
1311,2018-11-29,4.31,,4.35,4.9
1312,2018-11-30,4.31,,4.35,4.9
1313,2018-12-03,4.31,,4.35,4.9
1314,2018-12-04,4.31,,4.35,4.9
1315,2018-12-05,4.31,,4.35,4.9
1316,2018-12-06,4.31,,4.35,4.9
1317,2018-12-07,4.31,,4.35,4.9
1318,2018-12-10,4.31,,4.35,4.9
1319,2018-12-11,4.31,,4.35,4.9
1320,2018-12-12,4.31,,4.35,4.9
1321,2018-12-13,4.31,,4.35,4.9
1322,2018-12-14,4.31,,4.35,4.9
1323,2018-12-17,4.31,,4.35,4.9
1324,2018-12-18,4.31,,4.35,4.9
1325,2018-12-19,4.31,,4.35,4.9
1326,2018-12-20,4.31,,4.35,4.9
1327,2018-12-21,4.31,,4.35,4.9
1328,2018-12-24,4.31,,4.35,4.9
1329,2018-12-25,4.31,,4.35,4.9
1330,2018-12-26,4.31,,4.35,4.9
1331,2018-12-27,4.31,,4.35,4.9
1332,2018-12-28,4.31,,4.35,4.9
1333,2018-12-29,4.31,,4.35,4.9
1334,2019-01-02,4.31,,4.35,4.9
1335,2019-01-03,4.31,,4.35,4.9
1336,2019-01-04,4.31,,4.35,4.9
1337,2019-01-07,4.31,,4.35,4.9
1338,2019-01-08,4.31,,4.35,4.9
1339,2019-01-09,4.31,,4.35,4.9
1340,2019-01-10,4.31,,4.35,4.9
1341,2019-01-11,4.31,,4.35,4.9
1342,2019-01-14,4.31,,4.35,4.9
1343,2019-01-15,4.31,,4.35,4.9
1344,2019-01-16,4.31,,4.35,4.9
1345,2019-01-17,4.31,,4.35,4.9
1346,2019-01-18,4.31,,4.35,4.9
1347,2019-01-21,4.31,,4.35,4.9
1348,2019-01-22,4.31,,4.35,4.9
1349,2019-01-23,4.31,,4.35,4.9
1350,2019-01-24,4.31,,4.35,4.9
1351,2019-01-25,4.31,,4.35,4.9
1352,2019-01-28,4.31,,4.35,4.9
1353,2019-01-29,4.31,,4.35,4.9
1354,2019-01-30,4.31,,4.35,4.9
1355,2019-01-31,4.31,,4.35,4.9
1356,2019-02-01,4.31,,4.35,4.9
1357,2019-02-02,4.31,,4.35,4.9
1358,2019-02-03,4.31,,4.35,4.9
1359,2019-02-11,4.31,,4.35,4.9
1360,2019-02-12,4.31,,4.35,4.9
1361,2019-02-13,4.31,,4.35,4.9
1362,2019-02-14,4.31,,4.35,4.9
1363,2019-02-15,4.31,,4.35,4.9
1364,2019-02-18,4.31,,4.35,4.9
1365,2019-02-19,4.31,,4.35,4.9
1366,2019-02-20,4.31,,4.35,4.9
1367,2019-02-21,4.31,,4.35,4.9
1368,2019-02-22,4.31,,4.35,4.9
1369,2019-02-25,4.31,,4.35,4.9
1370,2019-02-26,4.31,,4.35,4.9
1371,2019-02-27,4.31,,4.35,4.9
1372,2019-02-28,4.31,,4.35,4.9
1373,2019-03-01,4.31,,4.35,4.9
1374,2019-03-04,4.31,,4.35,4.9
1375,2019-03-05,4.31,,4.35,4.9
1376,2019-03-06,4.31,,4.35,4.9
1377,2019-03-07,4.31,,4.35,4.9
1378,2019-03-08,4.31,,4.35,4.9
1379,2019-03-11,4.31,,4.35,4.9
1380,2019-03-12,4.31,,4.35,4.9
1381,2019-03-13,4.31,,4.35,4.9
1382,2019-03-14,4.31,,4.35,4.9
1383,2019-03-15,4.31,,4.35,4.9
1384,2019-03-18,4.31,,4.35,4.9
1385,2019-03-19,4.31,,4.35,4.9
1386,2019-03-20,4.31,,4.35,4.9
1387,2019-03-21,4.31,,4.35,4.9
1388,2019-03-22,4.31,,4.35,4.9
1389,2019-03-25,4.31,,4.35,4.9
1390,2019-03-26,4.31,,4.35,4.9
1391,2019-03-27,4.31,,4.35,4.9
1392,2019-03-28,4.31,,4.35,4.9
1393,2019-03-29,4.31,,4.35,4.9
1394,2019-04-01,4.31,,4.35,4.9
1395,2019-04-02,4.31,,4.35,4.9
1396,2019-04-03,4.31,,4.35,4.9
1397,2019-04-04,4.31,,4.35,4.9
1398,2019-04-08,4.31,,4.35,4.9
1399,2019-04-09,4.31,,4.35,4.9
1400,2019-04-10,4.31,,4.35,4.9
1401,2019-04-11,4.31,,4.35,4.9
1402,2019-04-12,4.31,,4.35,4.9
1403,2019-04-15,4.31,,4.35,4.9
1404,2019-04-16,4.31,,4.35,4.9
1405,2019-04-17,4.31,,4.35,4.9
1406,2019-04-18,4.31,,4.35,4.9
1407,2019-04-19,4.31,,4.35,4.9
1408,2019-04-22,4.31,,4.35,4.9
1409,2019-04-23,4.31,,4.35,4.9
1410,2019-04-24,4.31,,4.35,4.9
1411,2019-04-25,4.31,,4.35,4.9
1412,2019-04-26,4.31,,4.35,4.9
1413,2019-04-28,4.31,,4.35,4.9
1414,2019-04-29,4.31,,4.35,4.9
1415,2019-04-30,4.31,,4.35,4.9
1416,2019-05-06,4.31,,4.35,4.9
1417,2019-05-07,4.31,,4.35,4.9
1418,2019-05-08,4.31,,4.35,4.9
1419,2019-05-09,4.31,,4.35,4.9
1420,2019-05-10,4.31,,4.35,4.9
1421,2019-05-13,4.31,,4.35,4.9
1422,2019-05-14,4.31,,4.35,4.9
1423,2019-05-15,4.31,,4.35,4.9
1424,2019-05-16,4.31,,4.35,4.9
1425,2019-05-17,4.31,,4.35,4.9
1426,2019-05-20,4.31,,4.35,4.9
1427,2019-05-21,4.31,,4.35,4.9
1428,2019-05-22,4.31,,4.35,4.9
1429,2019-05-23,4.31,,4.35,4.9
1430,2019-05-24,4.31,,4.35,4.9
1431,2019-05-27,4.31,,4.35,4.9
1432,2019-05-28,4.31,,4.35,4.9
1433,2019-05-29,4.31,,4.35,4.9
1434,2019-05-30,4.31,,4.35,4.9
1435,2019-05-31,4.31,,4.35,4.9
1436,2019-06-03,4.31,,4.35,4.9
1437,2019-06-04,4.31,,4.35,4.9
1438,2019-06-05,4.31,,4.35,4.9
1439,2019-06-06,4.31,,4.35,4.9
1440,2019-06-10,4.31,,4.35,4.9
1441,2019-06-11,4.31,,4.35,4.9
1442,2019-06-12,4.31,,4.35,4.9
1443,2019-06-13,4.31,,4.35,4.9
1444,2019-06-14,4.31,,4.35,4.9
1445,2019-06-17,4.31,,4.35,4.9
1446,2019-06-18,4.31,,4.35,4.9
1447,2019-06-19,4.31,,4.35,4.9
1448,2019-06-20,4.31,,4.35,4.9
1449,2019-06-21,4.31,,4.35,4.9
1450,2019-06-24,4.31,,4.35,4.9
1451,2019-06-25,4.31,,4.35,4.9
1452,2019-06-26,4.31,,4.35,4.9
1453,2019-06-27,4.31,,4.35,4.9
1454,2019-06-28,4.31,,4.35,4.9
1455,2019-07-01,4.31,,4.35,4.9
1456,2019-07-02,4.31,,4.35,4.9
1457,2019-07-03,4.31,,4.35,4.9
1458,2019-07-04,4.31,,4.35,4.9
1459,2019-07-05,4.31,,4.35,4.9
1460,2019-07-08,4.31,,4.35,4.9
1461,2019-07-09,4.31,,4.35,4.9
1462,2019-07-10,4.31,,4.35,4.9
1463,2019-07-11,4.31,,4.35,4.9
1464,2019-07-12,4.31,,4.35,4.9
1465,2019-07-15,4.31,,4.35,4.9
1466,2019-07-16,4.31,,4.35,4.9
1467,2019-07-17,4.31,,4.35,4.9
1468,2019-07-18,4.31,,4.35,4.9
1469,2019-07-19,4.31,,4.35,4.9
1470,2019-07-22,4.31,,4.35,4.9
1471,2019-07-23,4.31,,4.35,4.9
1472,2019-07-24,4.31,,4.35,4.9
1473,2019-07-25,4.31,,4.35,4.9
1474,2019-07-26,4.31,,4.35,4.9
1475,2019-07-29,4.31,,4.35,4.9
1476,2019-07-30,4.31,,4.35,4.9
1477,2019-07-31,4.31,,4.35,4.9
1478,2019-08-01,4.31,,4.35,4.9
1479,2019-08-02,4.31,,4.35,4.9
1480,2019-08-05,4.31,,4.35,4.9
1481,2019-08-06,4.31,,4.35,4.9
1482,2019-08-07,4.31,,4.35,4.9
1483,2019-08-08,4.31,,4.35,4.9
1484,2019-08-09,4.31,,4.35,4.9
1485,2019-08-12,4.31,,4.35,4.9
1486,2019-08-13,4.31,,4.35,4.9
1487,2019-08-14,4.31,,4.35,4.9
1488,2019-08-15,4.31,,4.35,4.9
1489,2019-08-16,4.31,,4.35,4.9
1490,2019-08-20,4.25,4.85,4.35,4.9
1491,2019-09-20,4.2,4.85,4.35,4.9
1492,2019-10-21,4.2,4.85,4.35,4.9
1493,2019-11-20,4.15,4.8,4.35,4.9
1494,2019-12-20,4.15,4.8,4.35,4.9
1495,2020-01-20,4.15,4.8,4.35,4.9
1496,2020-02-20,4.05,4.75,4.35,4.9
1497,2020-03-20,4.05,4.75,4.35,4.9
1498,2020-04-20,3.85,4.65,4.35,4.9
1499,2020-05-20,3.85,4.65,4.35,4.9
1500,2020-06-22,3.85,4.65,4.35,4.9
1501,2020-07-20,3.85,4.65,4.35,4.9
1502,2020-08-20,3.85,4.65,4.35,4.9
1503,2020-09-21,3.85,4.65,4.35,4.9
1504,2020-10-20,3.85,4.65,4.35,4.9
1505,2020-11-20,3.85,4.65,4.35,4.9
1506,2020-12-21,3.85,4.65,4.35,4.9
1507,2021-01-20,3.85,4.65,4.35,4.9
1508,2021-02-20,3.85,4.65,4.35,4.9
1509,2021-03-22,3.85,4.65,4.35,4.9
1510,2021-04-20,3.85,4.65,4.35,4.9
1511,2021-05-20,3.85,4.65,4.35,4.9
1512,2021-06-21,3.85,4.65,4.35,4.9
1513,2021-07-20,3.85,4.65,4.35,4.9
1514,2021-08-20,3.85,4.65,4.35,4.9
1515,2021-09-22,3.85,4.65,4.35,4.9
1516,2021-10-20,3.85,4.65,4.35,4.9
1517,2021-11-22,3.85,4.65,4.35,4.9
1518,2021-12-20,3.8,4.65,4.35,4.9
1519,2022-01-20,3.7,4.6,4.35,4.9
1520,2022-02-21,3.7,4.6,4.35,4.9
1521,2022-03-21,3.7,4.6,4.35,4.9
1522,2022-04-20,3.7,4.6,4.35,4.9
1523,2022-05-20,3.7,4.45,4.35,4.9
1524,2022-06-20,3.7,4.45,4.35,4.9
1525,2022-07-20,3.7,4.45,4.35,4.9
1526,2022-08-22,3.65,4.3,4.35,4.9
1527,2022-09-20,3.65,4.3,4.35,4.9
1528,2022-10-20,3.65,4.3,4.35,4.9
1529,2022-11-21,3.65,4.3,4.35,4.9
1530,2022-12-20,3.65,4.3,4.35,4.9
1531,2023-01-20,3.65,4.3,4.35,4.9
1532,2023-02-20,3.65,4.3,4.35,4.9
1533,2023-03-20,3.65,4.3,4.35,4.9
1534,2023-04-20,3.65,4.3,4.35,4.9
1535,2023-05-22,3.65,4.3,4.35,4.9
1536,2023-06-20,3.55,4.2,4.35,4.9
1537,2023-07-20,3.55,4.2,4.35,4.9
1538,2023-08-21,3.45,4.2,4.35,4.9
1539,2023-09-20,3.45,4.2,4.35,4.9
1540,2023-10-20,3.45,4.2,4.35,4.9
1541,2023-11-20,3.45,4.2,4.35,4.9
1542,2023-12-20,3.45,4.2,4.35,4.9
1543,2024-01-22,3.45,4.2,4.35,4.9
1544,2024-02-20,3.45,3.95,4.35,4.9
1545,2024-03-20,3.45,3.95,4.35,4.9
1546,2024-04-22,3.45,3.95,4.35,4.9
1547,2024-05-20,3.45,3.95,4.35,4.9
1548,2024-06-20,3.45,3.95,4.35,4.9
